City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
220,inirida,3.8653,-67.9239,23.42,99,100,0.4,CO,1715070510
221,acajutla,13.5928,-89.8275,27.15,80,92,1.88,SV,1715070510
222,bathsheba,13.2167,-59.5167,27.34,83,40,7.2,BB,1715070510
223,tuy hoa,13.0833,109.3,32.4,57,75,5.22,VN,1715070511
224,igarka,67.4667,86.5833,-5.55,84,100,5.81,RU,1715070511
225,harstad,68.799,16.5293,4.66,63,47,9.83,NO,1715070512
226,at-bashi,41.1702,75.8106,17.54,29,0,1.17,KG,1715070512
227,lavelanet,42.9313,1.8466,12.25,81,95,1.79,FR,1715070512
228,saldanha,-33.0117,17.9442,16.03,81,100,5.24,ZA,1715070512
229,kaa-khem,51.6833,94.7333,17.45,21,42,6.18,RU,1715070513
230,yangjiang,21.85,111.9667,29.63,69,26,3.59,CN,1715070494
231,jhang sadr,31.2715,72.3284,42.51,10,0,2.54,PK,1715070513
232,san juan,-31.5375,-68.5364,11.29,80,2,1.07,AR,1715070514
233,bacong,9.2464,123.2956,30.99,66,20,4.12,PH,1715070514
234,laboe,54.4,10.2167,13.38,80,75,4.63,DE,1715070514
235,knik-fairview,61.5126,-149.6001,5.01,92,40,2.06,US,1715070514
236,bikenibeu village,1.3673,173.1241,27.98,89,75,2.06,KI,1715070515
237,usogorsk,63.4106,48.6872,-1.3,58,0,3.36,RU,1715070515
238,dolores,-36.3132,-57.6792,15.55,95,100,4.01,AR,1715070516
239,novobelokatay,55.7062,58.9549,7.76,53,98,5.45,RU,1715070516
240,changping,40.2186,116.2197,28.8,13,56,1.48,CN,1715070516
241,ishigaki,24.3448,124.1572,27.07,74,75,7.2,JP,1715070516
242,westport,41.1415,-73.3579,16.59,83,20,2.68,US,1715070517
243,bafq,31.6128,55.4107,32.63,15,7,10.47,IR,1715070517
244,hotan,37.0997,79.9269,27.0,17,69,4.7,CN,1715070517
245,ulsteinvik,62.3432,5.8487,12.4,91,100,0.45,NO,1715070517
246,as sulayyil,20.4607,45.5779,36.14,12,0,4.26,SA,1715070518
247,zhaoyuan,37.3592,120.3964,17.04,39,80,6.57,CN,1715070518
248,aasiaat,68.7098,-52.8699,-13.48,90,99,2.5,GL,1715070519
249,bathurst,-33.4166,149.5806,13.79,87,94,2.56,AU,1715070519
250,mpongwe,-13.5091,28.155,26.9,46,14,4.41,ZM,1715070519
251,bonthe,7.5264,-12.505,28.14,77,48,1.2,SL,1715070520
252,ha giang,22.8333,104.9833,29.79,73,100,1.09,VN,1715070520
253,paithan,19.4833,75.3833,39.82,16,0,2.59,IN,1715070520
254,zhangjiakou,40.81,114.8794,24.85,14,100,1.9,CN,1715070520
255,kyaikkami,16.08,97.5675,30.77,66,3,4.75,MM,1715070521
256,suntar,62.1444,117.6319,4.46,75,98,6.14,RU,1715070521
257,bridgewater,44.3835,-64.5155,10.06,97,100,2.57,CA,1715070521
258,saipan,15.2123,145.7545,27.08,78,40,7.2,MP,1715070522
259,margate,51.3813,1.3862,14.61,90,51,2.68,GB,1715070522
260,vila velha,-20.3297,-40.2925,20.97,100,0,2.57,BR,1715070522
261,sakaiminato,35.55,133.2333,15.99,100,75,3.6,JP,1715070523
262,lydenburg,-25.0978,30.4597,24.71,17,0,0.9,ZA,1715070523
263,touba,8.2833,-7.6833,24.92,79,59,1.86,CI,1715070523
264,alofi,-19.0595,-169.9187,26.94,94,75,3.09,NU,1715070523
265,constantia,-34.0314,18.4183,17.79,89,75,6.69,ZA,1715070524
266,harlingen,26.1906,-97.6961,27.95,92,100,5.14,US,1715070525
267,saint-pierre,-21.3393,55.4781,27.82,57,0,12.86,RE,1715070525
268,grand falls-windsor,48.9332,-55.6649,4.72,91,99,0.45,CA,1715070525
269,san jose,37.3394,-121.895,12.94,84,0,0.89,US,1715070505
270,pangkalanbuun,-2.6833,111.6167,32.06,59,90,2.13,ID,1715070525
271,ovalle,-30.5983,-71.2003,11.98,68,99,0.47,CL,1715070526
272,serenje,-13.2325,30.2352,23.91,53,6,5.31,ZM,1715070526
273,magadan,59.5667,150.8,3.07,96,95,1.86,RU,1715070526
274,olovyannaya,50.95,115.5667,26.95,15,30,6.17,RU,1715070526
275,waimea,20.0231,-155.6717,17.48,97,85,1.34,US,1715070349
276,saint-philippe,-21.3585,55.7679,27.77,66,38,6.14,RE,1715070527
277,macae,-22.3708,-41.7869,22.86,83,0,1.54,BR,1715070528
278,bilajer,40.5681,50.0378,11.9,94,100,10.29,AZ,1715070528
279,mossel bay,-34.1831,22.146,19.96,58,9,0.7,ZA,1715070528
280,lerwick,60.1545,-1.1494,9.0,89,100,7.4,GB,1715070528
281,itupiranga,-5.1347,-49.3267,23.18,96,78,1.29,BR,1715070528
282,cold lake,54.4502,-110.2017,8.97,93,100,6.69,CA,1715070430
283,monrovia,6.3005,-10.7969,25.87,87,88,1.83,LR,1715070529
284,fort bragg,35.139,-79.006,20.91,90,75,4.63,US,1715070511
285,harper,4.375,-7.7169,27.42,83,79,0.81,LR,1715070529
286,luanda,-8.8368,13.2343,29.0,77,75,3.6,AO,1715070529
287,hithadhoo,-0.6,73.0833,29.71,74,59,4.7,MV,1715070530
288,mwaro,-3.5272,29.7034,19.9,77,35,2.75,BI,1715070530
289,yuzhno-kurilsk,44.0306,145.8556,5.76,99,100,2.75,RU,1715070531
290,coruripe,-10.1256,-36.1756,25.52,91,100,7.39,BR,1715070531
291,usinsk,65.9939,57.5281,-1.07,78,100,9.83,RU,1715070531
292,roma,41.8947,12.4839,20.88,42,20,4.63,IT,1715070532
293,talara,-4.5772,-81.2719,20.94,79,86,7.56,PE,1715070532
294,nsanje,-16.92,35.262,29.6,50,0,2.16,MW,1715070533
295,kimbe,-5.5502,150.1429,26.09,92,96,2.5,PG,1715070533
296,polyarnyy,69.1989,33.4478,-0.95,66,74,8.32,RU,1715070533
297,ketchikan,55.3422,-131.6461,6.26,87,20,2.06,US,1715070488
298,naze,28.3667,129.4833,21.51,72,100,5.64,JP,1715070534
299,olinda,-8.0089,-34.8553,24.85,100,75,1.54,BR,1715070534
300,kone,-21.0595,164.8658,20.93,73,1,1.44,NC,1715070534
301,turochak,52.2576,87.1224,18.53,39,2,2.71,RU,1715070534
302,mili,6.0815,171.735,28.12,84,81,9.72,MH,1715070535
303,nishinoomote,30.7333,131.0,20.31,72,75,10.8,JP,1715070535
304,guacimo,10.2104,-83.6807,27.33,89,18,0.77,CR,1715070536
305,haifa,32.8156,34.9892,22.38,61,75,4.12,IL,1715070536
306,boa vista,2.8197,-60.6733,23.99,94,75,1.03,BR,1715070536
307,sinabang,2.4803,96.3801,27.06,85,100,0.85,ID,1715070537
308,al jawf,24.1989,23.2909,27.35,18,0,4.43,LY,1715070537
309,tuxpan,19.55,-103.4,18.64,47,95,1.24,MX,1715070537
310,nova olimpia,-14.7972,-57.2881,20.77,71,68,1.6,BR,1715070537
311,simanggang,1.2472,111.4528,31.99,70,40,2.57,MY,1715070538
312,cabo san lucas,22.8909,-109.9124,24.17,46,100,5.05,MX,1715070297
313,ust-nera,64.5667,143.2,5.46,71,49,2.29,RU,1715070538
314,beau vallon,-20.4189,57.6953,28.45,65,40,6.69,MU,1715070538
315,sainte-anne-des-monts,49.124,-66.4924,5.93,81,15,10.8,CA,1715070539
316,santona,43.4439,-3.4576,14.83,83,19,5.46,ES,1715070539
317,zhangye,38.9342,100.4517,31.57,7,80,4.07,CN,1715070540
318,annau,37.8876,58.516,33.72,21,75,4.12,TM,1715070540
319,qaqortoq,60.7167,-46.0333,-2.71,70,45,1.72,GL,1715070540
320,kroya,-7.6331,109.2461,29.09,69,5,5.15,ID,1715070541
321,aoulef,26.9667,1.0833,33.16,18,0,4.39,DZ,1715070541
322,mouila,-1.8685,11.0559,27.06,86,100,1.46,GA,1715070541
323,shushtar,32.0455,48.8567,31.73,25,95,3.54,IR,1715070542
324,santa cruz,14.2814,121.4161,35.03,50,4,5.33,PH,1715070542
325,topolobampo,25.6,-109.05,19.67,76,92,3.58,MX,1715070542
326,qom,34.6401,50.8764,21.6,46,66,2.74,IR,1715070542
327,petropavlovka,50.6114,105.3196,17.93,46,100,5.41,RU,1715070543
328,svetlyy,54.675,20.1347,10.03,57,0,5.41,RU,1715070543
329,shakawe,-18.3667,21.85,26.01,37,47,3.07,BW,1715070543
330,mar del plata,-38.0023,-57.5575,16.72,93,100,4.12,AR,1715070543
331,trakai,54.6333,24.9333,10.09,54,16,6.54,LT,1715070544
332,progreso,21.2833,-89.6667,28.06,83,16,6.04,MX,1715070544
333,corn island,12.1694,-83.0418,28.44,82,95,4.76,NI,1715070544
334,tura,25.5198,90.2201,34.26,33,6,2.49,IN,1715070544
335,petrolina,-9.3986,-40.5008,23.03,88,75,2.06,BR,1715070545
336,san julian,21.0167,-102.1667,18.99,20,100,2.92,MX,1715070545
337,meadow lakes,61.6247,-149.6011,4.0,92,40,1.54,US,1715070546
338,visby,57.6409,18.296,10.58,87,0,6.69,SE,1715070546
339,tibanbang,6.6315,126.1055,28.66,76,95,3.04,PH,1715070546
340,dublin,37.7021,-121.9358,12.74,84,0,2.57,US,1715070547
341,california city,35.1258,-117.9859,15.48,32,0,10.8,US,1715070547
342,shingu,33.7333,135.9833,21.02,84,100,0.95,JP,1715070548
343,saudarkrokur,65.7461,-19.6394,5.36,72,100,7.1,IS,1715070548
344,araucaria,-25.5931,-49.4103,17.23,78,0,1.66,BR,1715070548
345,ahiri,19.4,80.0167,40.81,28,54,4.18,IN,1715070549
346,kamba,11.8486,3.6576,30.71,56,100,6.04,NG,1715070549
347,box elder,44.1125,-103.0682,10.27,59,100,15.43,US,1715070550
348,mitu,1.1983,-70.1733,22.83,100,100,0.77,CO,1715070550
349,portland,45.5234,-122.6762,8.05,89,75,1.34,US,1715070385
350,luderitz,-26.6481,15.1594,17.63,66,0,3.98,NA,1715070550
351,daloa,6.8774,-6.4502,24.97,92,98,1.23,CI,1715070550
352,mirandela,41.4874,-7.187,15.72,66,45,1.02,PT,1715070551
353,ray,23.6833,85.05,32.43,17,52,2.73,IN,1715070551
354,new norfolk,-42.7826,147.0587,13.72,72,100,1.24,AU,1715070551
355,santo amaro da imperatriz,-27.6881,-48.7786,23.78,78,2,2.08,BR,1715070551
356,chamrajnagar,11.9167,76.95,36.5,31,20,2.51,IN,1715070552
357,guangyuan,32.442,105.823,29.95,39,100,1.87,CN,1715070552
358,kirkwall,58.9848,-2.9587,9.03,81,100,2.57,GB,1715070552
359,sao gabriel da cachoeira,-0.1303,-67.0892,23.11,100,100,1.19,BR,1715070552
360,chonchi,-42.6128,-73.8092,4.56,97,100,1.09,CL,1715070552
361,leo,11.1,-2.1,27.41,61,100,3.29,BF,1715070553
362,mont-laurier,46.5501,-75.4993,3.79,81,2,1.08,CA,1715070553
363,refahiye,39.9008,38.7667,5.33,73,100,1.85,TR,1715070553
364,pitimbu,-7.4706,-34.8086,23.33,82,100,0.7,BR,1715070553
365,klaksvik,62.2266,-6.589,8.51,70,81,3.4,FO,1715070554
366,kani keli,-12.9536,45.1033,30.59,72,100,6.16,YT,1715070554
367,maryborough,-25.5333,152.7,21.17,93,8,2.1,AU,1715070554
368,oranjemund,-28.55,16.4333,17.23,73,0,1.86,NA,1715070310
369,horta,38.5333,-28.6333,17.8,94,40,6.71,PT,1715070555
370,grande prairie,55.1667,-118.8027,9.1,40,75,5.14,CA,1715070442
371,san patricio,19.2167,-104.7,21.23,79,100,1.68,MX,1715070555
372,masterton,-40.9597,175.6575,5.61,82,2,0.52,NZ,1715070556
373,tambura,5.6,27.4667,34.86,34,15,2.5,SS,1715070556
374,remire-montjoly,4.9167,-52.2667,26.02,94,75,2.06,GF,1715070556
375,bodaybo,57.8506,114.1933,10.95,73,100,4.33,RU,1715070556
376,okha,53.5739,142.9478,2.92,63,20,3.58,RU,1715070557
377,holualoa,19.6228,-155.9522,20.91,88,100,2.57,US,1715070557
378,xilin hot,43.9667,116.0333,22.27,12,6,4.74,CN,1715070557
